IDENTIFIER,val_TE_30,val_TE_60,val_TE_90,pval_TE_30,pval_TE_60,pval_TE_90
MT1B,0,0,0,1,1,1
MT1CP,0,0,0,1,1,1
MT1DP,-1.994680695,-0.419723298,0,0.999968765,0.999993293,1
MT1E,0.087676665,0.75566791,0.897250428,0.999968765,0.510398289,0.866011669
MT1F,0.117292796,0.115187347,1.026449147,0.999968765,0.999993293,0.999921572
MT1G,0,-2.952521702,0,1,0.999993293,1
MT1H,0,0,0,1,1,1
MT1HL1,0,0,0,1,1,1
MT1JP,-1.756008722,-5.529848288,0,0.999968765,0.999993293,1
MT1L,0,0,0,1,1,1
MT1M,0,0,0,1,1,1
MT1P1,0,0,0,1,1,1
MT1P3,0,0,0,1,1,1
MT1X,-0.226536088,0.639575506,0.578403799,0.999968765,0.999993293,0.999921572
MT1XP1,0,0,0,1,1,1
MT2A,0.220521955,0.280520298,0.619632218,0.999968765,0.999993293,0.812642842
MT2P1,0,0,0,1,1,1
MT2P1,0,0,0,1,1,1
MT3,0,0,0,1,1,1
MT4,0,0,0,1,1,1
MTA1,-0.3085106,-0.1845386,-0.6504495,0.9999688,0.9999933,0.9999216
MTA2,-0.146018386,-0.054566734,-0.262433651,0.999968765,0.999993293,0.999921572
MTA3,0.545470321,0.251794559,-0.043325692,0.673453023,0.999993293,0.999921572
MTAP,0.096186297,-0.336897094,-0.304598486,0.999968765,0.933654619,0.999921572
MTAPP1,0,0,0,1,1,1
MTAPP2,0,0,0,1,1,1
MT-ATP6,0.051667549,-0.02783154,-0.899592939,0.999968765,0.999993293,0.999921572
MTATP6P1,-0.060157321,-1.385233727,-1.521216837,0.999968765,0.996653521,0.999921572
MTATP6P11,0,0,0,1,1,1
MTATP6P13,0,0,0,1,1,1
MTATP6P14,0,0,0,1,1,1
MTATP6P15,0,0,0,1,1,1
MTATP6P16,0,0,0,1,1,1
MTATP6P17,0,0,0,1,1,1
MTATP6P18,0,0,0,1,1,1
MTATP6P19,0,0,0,1,1,1
MTATP6P2,0,0,0,1,1,1
MTATP6P20,0,0,0,1,1,1
MTATP6P21,0,0,0,1,1,1
MTATP6P22,0,0,0,1,1,1
MTATP6P23,0,0,0,1,1,1
MTATP6P24,0,0,0,1,1,1
MTATP6P25,0,0,0,1,1,1
MTATP6P26,0,0,0,1,1,1
MTATP6P27,0,0,0,1,1,1
MTATP6P29,0,0,0,1,1,1
MTATP6P3,0,0,0,1,1,1
MTATP6P30,0,0,0,1,1,1
MTATP6P31,0,0,0,1,1,1
MTATP6P4,0,0,0,1,1,1
MTATP6P7,0,0,0,1,1,1
MTATP6P9,0,0,0,1,1,1
MT-ATP8,0.496972442,0.599445383,0.606387648,0.999968765,0.999993293,0.999921572
MTATP8P1,0,0,0,1,1,1
MTATP8P2,0,0,0,1,1,1
MTBP,0.366243,-1.7651135,-0.998188,0.9999688,0.7274922,0.9999216
MTCH1,0.065175206,-0.322096278,-0.041188802,0.999968765,0.999993293,0.999921572
MTCH2,0.005360382,-0.177345567,-0.413757478,0.999968765,0.999993293,0.991881891
MTCL1,0.263671928,-1.221192104,0.831260995,0.999968765,0.38146139,0.940743645
MTCL1P1,0,0,0,1,1,1
MT-CO1,-0.163305317,0.091663123,0.162091911,0.999968765,0.999993293,0.999921572
MTCO1P1,0,0,0,1,1,1
MTCO1P11,0,0,0,1,1,1
MTCO1P12,-0.197822287,-0.32177094,-0.257314661,0.999968765,0.999993293,0.999921572
MTCO1P14,0,0,0,1,1,1
MTCO1P15,0,0,0,1,1,1
MTCO1P17,0,0,0,1,1,1
MTCO1P18,0,0,0,1,1,1
MTCO1P19,0,0,0,1,1,1
MTCO1P2,0,0,0,1,1,1
MTCO1P20,0,0,0,1,1,1
MTCO1P21,0,0,0,1,1,1
MTCO1P22,0,0,0,1,1,1
MTCO1P23,0,0,0,1,1,1
MTCO1P24,0,0,0,1,1,1
MTCO1P25,0,0,0,1,1,1
MTCO1P27,0,0,0,1,1,1
MTCO1P28,0,0,0,1,1,1
MTCO1P29,0,0,0,1,1,1
MTCO1P3,0,0,0,1,1,1
MTCO1P30,0,0,0,1,1,1
MTCO1P31,0,0,0,1,1,1
MTCO1P35,0,0,0,1,1,1
MTCO1P39,0,0,0,1,1,1
MTCO1P4,0,0,0,1,1,1
MTCO1P40,0.602167,-0.779201,0,0.9999688,0.9999933,1
MTCO1P42,0,0,0,1,1,1
MTCO1P43,0,0,0,1,1,1
MTCO1P44,0,0,0,1,1,1
MTCO1P45,0,0,0,1,1,1
MTCO1P46,0,0,0,1,1,1
MTCO1P47,0,0,0,1,1,1
MTCO1P48,0,0,0,1,1,1
MTCO1P49,0,0,0,1,1,1
MTCO1P5,0,0,0,1,1,1
MTCO1P51,0,0,0,1,1,1
MTCO1P52,0,0,0,1,1,1
MTCO1P53,0,0,0,1,1,1
MTCO1P54,0,0,0,1,1,1
MTCO1P55,0,0,0,1,1,1
MTCO1P56,0,0,0,1,1,1
MTCO1P57,0,0,0,1,1,1
MTCO1P6,0,0,0,1,1,1
MTCO1P7,0,0,0,1,1,1
MTCO1P8,0,0,0,1,1,1
MTCO1P9,0,0,0,1,1,1
MT-CO2,-0.157699874,-0.229908102,0.060463821,0.999968765,0.999993293,0.999921572
MTCO2P1,0,0,0,1,1,1
MTCO2P11,0,0,0,1,1,1
MTCO2P12,0,0,0,1,1,1
MTCO2P15,0,0,0,1,1,1
MTCO2P16,0,0,0,1,1,1
MTCO2P17,0,0,0,1,1,1
MTCO2P18,0,0,0,1,1,1
MTCO2P19,0,0,0,1,1,1
MTCO2P2,0,0,0,1,1,1
MTCO2P20,0,0,0,1,1,1
MTCO2P21,0,0,0,1,1,1
MTCO2P22,0,0,0,1,1,1
MTCO2P23,0,0,0,1,1,1
MTCO2P24,0,0,0,1,1,1
MTCO2P25,0,0,0,1,1,1
MTCO2P27,0,0,0,1,1,1
MTCO2P29,0,0,0,1,1,1
MTCO2P3,0,0,0,1,1,1
MTCO2P30,0,0,0,1,1,1
MTCO2P31,0,0,0,1,1,1
MTCO2P32,0,0,0,1,1,1
MTCO2P32,0,0,0,1,1,1
MTCO2P33,0,0,0,1,1,1
MTCO2P34,0,0,0,1,1,1
MTCO2P4,0,0,0,1,1,1
MTCO2P5,0,0,0,1,1,1
MTCO2P6,0,0,0,1,1,1
MTCO2P7,0,0,0,1,1,1
MTCO2P8,0,0,0,1,1,1
MTCO2P9,0,0,0,1,1,1
MT-CO3,-0.260139054,-0.102841594,-0.032993714,0.999968765,0.999993293,0.999921572
MTCO3P1,0,0,0,1,1,1
MTCO3P1,0,0,0,1,1,1
MTCO3P1,0,0,0,1,1,1
MTCO3P1,0,0,0,1,1,1
MTCO3P1,0,0,0,1,1,1
MTCO3P1,0,0,0,1,1,1
MTCO3P1,0,0,0,1,1,1
MTCO3P10,0,0,0,1,1,1
MTCO3P11,0,0,0,1,1,1
MTCO3P12,0,0,0,1,1,1
MTCO3P13,0,0,0,1,1,1
MTCO3P15,0,0,0,1,1,1
MTCO3P16,0,0,0,1,1,1
MTCO3P17,0,0,0,1,1,1
MTCO3P18,0,0,0,1,1,1
MTCO3P19,0,0,0,1,1,1
MTCO3P2,0,0,0,1,1,1
MTCO3P20,0,0,0,1,1,1
MTCO3P21,0,0,0,1,1,1
MTCO3P22,0,1.865576425,0,1,0.999993293,1
MTCO3P23,0,0,0,1,1,1
MTCO3P24,0,0,0,1,1,1
MTCO3P27,0,0,0,1,1,1
MTCO3P28,0,0,0,1,1,1
MTCO3P29,0,0,0,1,1,1
MTCO3P30,0,0,0,1,1,1
MTCO3P31,0,0,0,1,1,1
MTCO3P35,0,0,0,1,1,1
MTCO3P38,0,0,0,1,1,1
MTCO3P39,0,0,0,1,1,1
MTCO3P4,0,0,0,1,1,1
MTCO3P40,0,0,0,1,1,1
MTCO3P41,0,0,0,1,1,1
MTCO3P42,0,0,0,1,1,1
MTCO3P43,0,0,0,1,1,1
MTCO3P44,0,0,0,1,1,1
MTCO3P45,0,0,0,1,1,1
MTCO3P46,0,0,0,1,1,1
MTCO3P46,0,0,0,1,1,1
MTCO3P5,0,0,0,1,1,1
MTCO3P7,0,0,0,1,1,1
MTCO3P8,0,0,0,1,1,1
MTCO3P9,0,0,0,1,1,1
MTCP1,0.369010417,-0.61789435,-0.198040216,0.999968765,0.999993293,0.999921572
MT-CYB,-0.489116801,-0.233899365,-0.313422822,0.999968765,0.999993293,0.999921572
MTCYBP1,0,0,0,1,1,1
MTCYBP10,0,0,0,1,1,1
MTCYBP11,0,0,0,1,1,1
MTCYBP12,0,0,0,1,1,1
MTCYBP13,0,0,0,1,1,1
MTCYBP14,0,0,0,1,1,1
MTCYBP14,0,0,0,1,1,1
MTCYBP15,0,0,0,1,1,1
MTCYBP16,0,0,0,1,1,1
MTCYBP17,0,0,0,1,1,1
MTCYBP18,-0.416616001,-1.525089167,-1.673898378,0.999968765,0.999993293,0.999921572
MTCYBP19,0,0,0,1,1,1
MTCYBP2,0,0,0,1,1,1
MTCYBP20,0,0,0,1,1,1
MTCYBP21,0,0,0,1,1,1
MTCYBP22,0,0,0,1,1,1
MTCYBP23,0,0,0,1,1,1
MTCYBP24,0,0,0,1,1,1
MTCYBP27,0,0,0,1,1,1
MTCYBP28,0,0,0,1,1,1
MTCYBP29,0,0,0,1,1,1
MTCYBP3,0,0,0,1,1,1
MTCYBP31,0,0,0,1,1,1
MTCYBP32,0,0,0,1,1,1
MTCYBP33,0,0,0,1,1,1
MTCYBP34,0,0,0,1,1,1
MTCYBP35,0,0,0,1,1,1
MTCYBP36,0,0,0,1,1,1
MTCYBP37,0,0,0,1,1,1
MTCYBP38,0,0,0,1,1,1
MTCYBP39,0,0,0,1,1,1
MTCYBP4,0,0,0,1,1,1
MTCYBP40,0,0,0,1,1,1
MTCYBP41,0,0,0,1,1,1
MTCYBP42,0,0,0,1,1,1
MTCYBP43,0,0,0,1,1,1
MTCYBP44,0,0,0,1,1,1
MTCYBP45,0,0,0,1,1,1
MTCYBP5,0,0,0,1,1,1
MTCYBP6,0,0,0,1,1,1
MTCYBP7,0,0,0,1,1,1
MTCYBP8,0,0,0,1,1,1
MTCYBP9,0,0,0,1,1,1
MTDH,-0.2725384,-0.1430171,-0.0660473,0.9587415,0.9999933,0.9999216
MTDHP1,0,0,0,1,1,1
MTDHP2,0,0,0,1,1,1
MTDHP3,0,0,0,1,1,1
MTDHP4,0,0,0,1,1,1
MTDHP4,0,0,0,1,1,1
MTDHP5,0,0,0,1,1,1
MTDHP5,0,0,0,1,1,1
MTERF1,-0.562910689,0.850301082,0.574868797,0.999968765,0.681685774,0.999921572
MTERF2,-0.0219967,-0.0007171,-0.3858866,0.9999688,0.9999933,0.9999216
MTERF3,0.4376395,0.305335,0.4974858,0.9999688,0.9999933,0.9999216
MTERF4,0.330934,-0.084921,0.061366,0.8714523,0.9999933,0.9999216
MTF1,0.6554431,-0.2964617,0.94177908,0.9187228,0.9999933,0.9999216
MTF2,-0.024086,1.1849216,-0.2207189,0.9999688,0.6357296,0.9999216
MTFMT,0.520884571,0.202933554,0.389832633,0.999968765,0.999993293,0.999921572
MTFP1,-0.0851725,-0.57684703,-0.23775671,0.9999688,0.6172997,0.9999216
MTFR1,0.231649419,0.325706901,0.487484481,0.999968765,0.999993293,0.999921572
MTFR1L,-0.21734203,-0.347181221,-0.152172105,0.999968765,0.999993293,0.999921572
MTFR2,0.392648216,0.211001336,0.650638052,0.999968765,0.999993293,0.999921572
MTG1,-0.1839397,-0.5779528,-0.2075934,0.9999688,0.6183527,0.9999216
MTG2,0.1806822,0.1169075,0.0736921,0.9999688,0.9999933,0.9999216
MTHFD1,0.0974687,0.0975541,0.825192,0.9999688,0.9999933,0.9735897
MTHFD1L,-0.1910935,-0.2758236,-0.3494552,0.9999688,0.9999933,0.9999216
MTHFD1P1,0,3.348594066,-0.744443346,1,0.999993293,0.999921572
MTHFD2,0.155945028,-0.153941559,0.248522979,0.999968765,0.999993293,0.999921572
MTHFD2L,1.782274517,0.993586758,1.066962843,0.881965316,0.936020132,0.999921572
MTHFD2P1,7.0641418,0,0,0.9999688,1,1
MTHFD2P2,0,0,0,1,1,1
MTHFD2P3,0,0,0,1,1,1
MTHFD2P4,0,0,0,1,1,1
MTHFD2P5,0,0,0,1,1,1
MTHFD2P6,0,0,0,1,1,1
MTHFD2P7,0,0,0,1,1,1
MTHFR,-0.278696247,0.37921339,1.687771188,0.999968765,0.999993293,0.683270456
MTHFS,-0.1526747,0.0163667,-0.3362389,0.9999688,0.9999933,0.9999216
MTHFSD,-0.113184896,-0.737430801,-0.310153166,0.999968765,0.996653521,0.999921572
MTIF2,0.369325649,0.141308278,-0.073504501,0.999968765,0.999993293,0.999921572
MTIF3,-0.434713476,-0.252151047,-0.528526201,0.999968765,0.999993293,0.999921572
MTM1,0.573724687,0.18762499,-1.702045082,0.999968765,0.999993293,0.285483016
MTMR1,-0.019602299,-0.096855005,-0.625019592,0.999968765,0.999993293,0.999921572
MTMR10,-0.124406687,-0.270931021,0.018391705,0.999968765,0.999993293,0.999921572
MTMR10,0,0,0,1,1,1
MTMR11,-0.196590487,-1.474713588,1.746278394,0.999968765,0.999993293,0.999921572
MTMR12,-0.166125326,-0.074966313,-0.463120962,0.999968765,0.999993293,0.999921572
MTMR14,1.266873112,0.177015662,0.229034847,0.96188965,0.999993293,0.999921572
MTMR2,0.5709887,0.29027991,0.1728146,0.7386147,0.8686657,0.9999216
MTMR3,-0.359922,-0.1333334,-0.329253,0.9999688,0.9999933,0.9999216
MTMR4,-0.8785541,-0.1954764,0.0937976,0.01782012,0.9999933,0.9999216
MTMR6,0.049490651,-0.441791909,-1.000207459,0.999968765,0.999993293,0.988774164
MTMR7,-2.714825522,1.985994746,2.009617169,0.999968765,0.999993293,0.988774164
MTMR8,-0.219086,-1.2915765,0.187399,0.9999688,0.8145847,0.9999216
MTMR9,-0.210203616,-0.131283287,-0.4050198,0.999968765,0.999993293,0.999921572
MTMR9LP,-1.219805932,-0.077897883,0.34185107,0.999968765,0.999993293,0.999921572
MT-ND1,-0.264201185,-0.235310358,-0.010734249,0.999968765,0.999993293,0.999921572
MTND1P1,0,0,0,1,1,1
MTND1P10,0,0,0,1,1,1
MTND1P11,0,0,0,1,1,1
MTND1P12,0,0,0,1,1,1
MTND1P14,0,0,0,1,1,1
MTND1P15,0,0,0,1,1,1
MTND1P16,0,0,0,1,1,1
MTND1P17,0,0,0,1,1,1
MTND1P18,0,0,0,1,1,1
MTND1P19,0,0,0,1,1,1
MTND1P2,0,0,0,1,1,1
MTND1P20,0,0,0,1,1,1
MTND1P21,0,0,0,1,1,1
MTND1P22,0,0,0,1,1,1
MTND1P23,0,0,0,1,1,1
MTND1P24,0,0,0,1,1,1
MTND1P26,0,0,0,1,1,1
MTND1P27,0,0,0,1,1,1
MTND1P28,0,0,0,1,1,1
MTND1P29,0,0,0,1,1,1
MTND1P3,0,0,0,1,1,1
MTND1P30,0,0,0,1,1,1
MTND1P31,0,0,0,1,1,1
MTND1P32,0,0,0,1,1,1
MTND1P33,0,0,0,1,1,1
MTND1P34,0,0,0,1,1,1
MTND1P35,0,0,0,1,1,1
MTND1P36,0,0,0,1,1,1
MTND1P37,0,0,0,1,1,1
MTND1P4,0,0,0,1,1,1
MTND1P5,0,0,0,1,1,1
MTND1P6,0,0,0,1,1,1
MTND1P7,0,0,0,1,1,1
MTND1P8,0,0,0,1,1,1
MTND1P9,0,0,0,1,1,1
MT-ND2,-0.109868851,0.06789636,-0.11007962,0.999968765,0.999993293,0.999921572
MTND2P11,0,0,0,1,1,1
MTND2P12,-0.445867425,0,0,0.999968765,1,1
MTND2P13,0,0,0,1,1,1
MTND2P14,0,0,0,1,1,1
MTND2P15,0,0,0,1,1,1
MTND2P16,0,0,0,1,1,1
MTND2P17,0,0,0,1,1,1
MTND2P18,0,0,0,1,1,1
MTND2P19,0,0,0,1,1,1
MTND2P2,0,0,0,1,1,1
MTND2P20,0,0,0,1,1,1
MTND2P21,0,0,0,1,1,1
MTND2P22,0,0,0,1,1,1
MTND2P23,0,0,0,1,1,1
MTND2P24,0,0,0,1,1,1
MTND2P25,0,0,0,1,1,1
MTND2P26,0,0,0,1,1,1
MTND2P28,0.727839181,-2.294495489,2.865798671,0.999968765,0.999993293,0.999921572
MTND2P29,0,0,0,1,1,1
MTND2P3,0,0,0,1,1,1
MTND2P30,0,0,0,1,1,1
MTND2P31,0,0,0,1,1,1
MTND2P32,0,0,0,1,1,1
MTND2P33,0,0,0,1,1,1
MTND2P38,0,0,0,1,1,1
MTND2P39,0,0,0,1,1,1
MTND2P4,0,0,0,1,1,1
MTND2P40,0,0,0,1,1,1
MTND2P41,0,0,0,1,1,1
MTND2P5,0,0,0,1,1,1
MTND2P6,0,0,0,1,1,1
MTND2P7,0,0,0,1,1,1
MTND2P8,0,0,0,1,1,1
MTND2P9,0,0,0,1,1,1
MT-ND3,-0.139545533,-0.479532826,-0.921186895,0.999968765,0.999993293,0.999921572
MTND3P1,0,0,0,1,1,1
MTND3P10,0,0,0,1,1,1
MTND3P12,0,0,0,1,1,1
MTND3P13,0,0,0,1,1,1
MTND3P16,0,0,0,1,1,1
MTND3P17,0,0,0,1,1,1
MTND3P19,0,0,0,1,1,1
MTND3P2,0,0,0,1,1,1
MTND3P20,0,0,0,1,1,1
MTND3P21,0,0,0,1,1,1
MTND3P22,0,0,0,1,1,1
MTND3P23,0,0,0,1,1,1
MTND3P24,0,0,0,1,1,1
MTND3P25,0,0,0,1,1,1
MTND3P3,0,0,0,1,1,1
MTND3P4,0,0,0,1,1,1
MTND3P5,0,0,0,1,1,1
MTND3P6,0,0,0,1,1,1
MTND3P7,0,0,0,1,1,1
MTND3P8,0,0,0,1,1,1
MTND3P8,0,0,0,1,1,1
MTND3P9,0,0,0,1,1,1
MT-ND4,-0.089785282,-0.060271932,-0.366157205,0.999968765,0.999993293,0.999921572
MT-ND4L,0.07029089,0.128281602,-0.75614699,0.999968765,0.999993293,0.999921572
MTND4LP1,0,0,0,1,1,1
MTND4LP10,0,0,0,1,1,1
MTND4LP11,0,0,0,1,1,1
MTND4LP12,0,0,0,1,1,1
MTND4LP13,0,0,0,1,1,1
MTND4LP14,0,0,0,1,1,1
MTND4LP16,0,0,0,1,1,1
MTND4LP17,0,0,0,1,1,1
MTND4LP18,0,0,0,1,1,1
MTND4LP19,0,0,0,1,1,1
MTND4LP2,0,0,0,1,1,1
MTND4LP20,0,0,0,1,1,1
MTND4LP21,0,0,0,1,1,1
MTND4LP21,0,0,0,1,1,1
MTND4LP22,0,0,0,1,1,1
MTND4LP24,0,0,0,1,1,1
MTND4LP25,0,0,0,1,1,1
MTND4LP26,0,0,0,1,1,1
MTND4LP3,0,0,0,1,1,1
MTND4LP30,0,0,0,1,1,1
MTND4LP31,0,0,0,1,1,1
MTND4LP32,0,0,0,1,1,1
MTND4LP5,0,0,0,1,1,1
MTND4LP7,0,0,0,1,1,1
MTND4LP9,0,0,0,1,1,1
MTND4P1,0,0,0,1,1,1
MTND4P10,0,0,0,1,1,1
MTND4P10,0,0,0,1,1,1
MTND4P11,0,0,0,1,1,1
MTND4P12,-0.630281521,0.612429719,0.329418994,0.999968765,0.999993293,0.999921572
MTND4P13,0,0,0,1,1,1
MTND4P14,1.68566906,0,0,0.999968765,1,1
MTND4P15,0,0,0,1,1,1
MTND4P16,0,0,0,1,1,1
MTND4P17,0,0,0,1,1,1
MTND4P18,0,0,0,1,1,1
MTND4P19,0,0,0,1,1,1
MTND4P2,0,0,0,1,1,1
MTND4P20,0,0,0,1,1,1
MTND4P21,0,0,0,1,1,1
MTND4P22,0,0,0,1,1,1
MTND4P23,0,0,0,1,1,1
MTND4P24,1.039189,-0.164945,-2.095638,0.9999688,0.9999933,0.9999216
MTND4P25,0,0,0,1,1,1
MTND4P26,0,0,0,1,1,1
MTND4P27,0,0,0,1,1,1
MTND4P28,0,0,0,1,1,1
MTND4P29,0,0,0,1,1,1
MTND4P3,0,0,0,1,1,1
MTND4P30,-6.213403383,0,0,0.999968765,1,1
MTND4P31,0,0,0,1,1,1
MTND4P32,0,0,0,1,1,1
MTND4P33,0,0,0,1,1,1
MTND4P34,0,0,0,1,1,1
MTND4P35,-0.194595487,0,0,0.999968765,1,1
MTND4P4,0,0,0,1,1,1
MTND4P5,0,0,0,1,1,1
MTND4P6,0,0,0,1,1,1
MTND4P7,0,0,0,1,1,1
MTND4P8,0,0,0,1,1,1
MTND4P9,0,0,0,1,1,1
MT-ND5,-0.26087536,0.047524168,-0.06930577,0.999968765,0.999993293,0.999921572
MTND5P1,0,0,0,1,1,1
MTND5P10,2.071505839,0,0,0.999968765,1,1
MTND5P11,-0.389195661,-0.081744016,-0.020397035,0.999968765,0.999993293,0.999921572
MTND5P12,0,0,0,1,1,1
MTND5P13,0,0,0,1,1,1
MTND5P14,0,0,0,1,1,1
MTND5P15,0,0,0,1,1,1
MTND5P16,0,0,0,1,1,1
MTND5P17,0,0,0,1,1,1
MTND5P18,0,0,0,1,1,1
MTND5P19,0,0,0,1,1,1
MTND5P19,0,0,0,1,1,1
MTND5P2,0,0,0,1,1,1
MTND5P20,0,0,0,1,1,1
MTND5P21,0,0,0,1,1,1
MTND5P22,0,0,0,1,1,1
MTND5P23,0,0,0,1,1,1
MTND5P24,0,0,0,1,1,1
MTND5P25,0,0,0,1,1,1
MTND5P26,0,0,0,1,1,1
MTND5P27,0,0,0,1,1,1
MTND5P28,0,0,0,1,1,1
MTND5P29,0,0,0,1,1,1
MTND5P3,0,0,0,1,1,1
MTND5P30,0,0,0,1,1,1
MTND5P31,0,0,0,1,1,1
MTND5P32,0,0,0,1,1,1
MTND5P33,0,0,0,1,1,1
MTND5P34,0,0,0,1,1,1
MTND5P35,0,0,0,1,1,1
MTND5P4,0,0,0,1,1,1
MTND5P40,0,0,0,1,1,1
MTND5P41,0,0,0,1,1,1
MTND5P42,0,0,0,1,1,1
MTND5P5,0,0,0,1,1,1
MTND5P6,0,0,0,1,1,1
MTND5P7,0,0,0,1,1,1
MTND5P8,0,0,0,1,1,1
MTND5P9,0,0,0,1,1,1
MT-ND6,0.107411602,0.748958168,-0.369412497,0.999968765,0.851820865,0.999921572
MTND6P1,0,0,0,1,1,1
MTND6P10,0,0,0,1,1,1
MTND6P11,0,0,0,1,1,1
MTND6P12,0,0,0,1,1,1
MTND6P13,0,0,0,1,1,1
MTND6P14,0,0,0,1,1,1
MTND6P14,0,0,0,1,1,1
MTND6P15,0,0,0,1,1,1
MTND6P16,0,0,0,1,1,1
MTND6P17,0,0,0,1,1,1
MTND6P18,0,0,0,1,1,1
MTND6P19,0,0,0,1,1,1
MTND6P2,0,0,0,1,1,1
MTND6P20,0,0,0,1,1,1
MTND6P21,0,0,0,1,1,1
MTND6P22,0,0,0,1,1,1
MTND6P24,0,0,0,1,1,1
MTND6P25,0,0,0,1,1,1
MTND6P3,0,0,0,1,1,1
MTND6P32,0,0,0,1,1,1
MTND6P33,0,0,0,1,1,1
MTND6P4,0,0,0,1,1,1
MTND6P5,0,0,0,1,1,1
MTND6P6,0,0,0,1,1,1
MTND6P7,0,0,0,1,1,1
MTND6P8,0,0,0,1,1,1
MTND6P9,0,0,0,1,1,1
MTNR1A,0,0,0,1,1,1
MTNR1B,0,0,0,1,1,1
MTO1,0.308541812,-0.786802513,-0.912207456,0.999968765,0.609684474,0.454609388
MTOR,0.178346837,-0.115028319,-0.063830115,0.999968765,0.999993293,0.999921572
MTOR-AS1,0,0,0,1,1,1
MTPAP,0.347377617,0.290450916,-0.590445821,0.817287988,0.999993293,0.999921572
MTPN,0.133368216,0.290344308,-0.019156634,0.999968765,0.973702487,0.999921572
MTR,0.012977927,0.360235234,0.111629317,0.999968765,0.760828431,0.999921572
MTRF1,-0.608963098,0.080312687,0.597331173,0.999968765,0.999993293,0.999921572
MTRF1L,1.698485,0.527177,-0.105271,0.7180992,0.9999933,0.9999216
MTRF1LP1,0,0,0,1,1,1
MTRF1LP2,0,0,0,1,1,1
MT-RNR1,0.637762207,0.002601882,-0.723639485,0.999968765,0.999993293,0.999921572
MT-RNR2,-0.18511306,-0.903638611,-0.359146227,0.999968765,0.309251867,0.999921572
MTRNR2L1,1.162142554,2.678469067,1.072136895,0.999968765,0.508368709,0.999921572
MTRNR2L10,-2.102272698,2.353806987,-2.91520945,0.999968765,0.999993293,0.999921572
MTRNR2L11,0,0,0,1,1,1
MTRNR2L12,1.365497,0,0,0.9999688,1,1
MTRNR2L13,0,0,0,1,1,1
MTRNR2L2,0,0,0,1,1,1
MTRNR2L3,0,0,0,1,1,1
MTRNR2L4,0,0,-6.536706,1,1,0.9999216
MTRNR2L5,0,0,0,1,1,1
MTRNR2L6,1.119822,-6.527683,-0.5976892,0.9999688,0.3901047,0.9999216
MTRNR2L6,0,0,0,1,1,1
MTRNR2L7,0,0,0,1,1,1
MTRNR2L8,2.286102532,0,11.16547929,0.999968765,1,0.509297789
MTRNR2L9,0,0,0,1,1,1
MTRR,0.294393976,-0.564373693,-0.657923136,0.999968765,0.64488764,0.999921572
MTSS1,2.3814967,-0.6811806,-2.2107261,0.4336898,0.9999933,0.9959156
MTSS1L,-0.4271444,-0.0555992,-0.4461166,0.9999688,0.9999933,0.9999216
MT-TA,0,0,0,1,1,1
MT-TC,-0.170592312,0.142476474,-0.845321721,0.999968765,0.999993293,0.999921572
MT-TD,0.424696075,0,0,0.999968765,1,1
MT-TE,2.077498559,0.220141395,0.526361605,0.999968765,0.999993293,0.999921572
MT-TF,-0.33548636,-0.916182571,-1.757609446,0.999968765,0.999993293,0.211005546
MT-TG,0.546582969,-0.528372373,-1.466958615,0.999968765,0.999993293,0.999921572
MT-TH,-0.027418245,-0.903360141,-0.839881792,0.999968765,0.823025479,0.999921572
MT-TI,0.598043538,-1.838172643,-1.485775163,0.999968765,0.999993293,0.999921572
MT-TK,0,0,0,1,1,1
MT-TL1,-0.203955518,-0.653317665,-0.832674462,0.999968765,0.999993293,0.999921572
MT-TL2,0.075109732,-0.582119324,0.884674059,0.999968765,0.999993293,0.999921572
MT-TM,0.222138483,-0.428099806,-0.123686769,0.999968765,0.999993293,0.999921572
MT-TN,0,0,0,1,1,1
MTTP,0.487038193,0,-6.081763985,0.999968765,1,0.999921572
MT-TP,0.356796309,-0.001701876,-0.31928689,0.999968765,0.999993293,0.999921572
MT-TQ,0,0,0,1,1,1
MT-TR,-1.540800552,0.56182124,0,0.999968765,0.999993293,1
MT-TS1,0,0,0,1,1,1
MT-TS2,0.306397865,-0.453312675,-0.025335116,0.999968765,0.999993293,0.999921572
MT-TT,0.517688985,0.514249564,-0.032157502,0.999968765,0.999993293,0.999921572
MT-TV,0,0,0,1,1,1
MT-TW,0,0,0,1,1,1
MT-TY,0.055978399,-0.416387622,-0.860973903,0.999968765,0.999993293,0.999921572
MTURN,0.073270964,0.366786937,0.062729379,0.999968765,0.999993293,0.999921572
MTUS1,0.5459062,0.1960693,0.0884806,0.6200544,0.9999933,0.9999216
MTUS2,0.803681407,0.697903457,2.357461171,0.999968765,0.999993293,0.999921572
MTUS2-AS1,0,0,0,1,1,1
MTUS2-AS2,0,0,0,1,1,1
MTX1,0.042827603,-0.682216128,-0.090759667,0.999968765,0.766395815,0.999921572
MTX1P1,0,0,0,1,1,1
MTX1P1,0,0,0,1,1,1
MTX2,0.0411006,-0.1838429,0.0695413,0.9999688,0.9999933,0.9999216
MTX3,0.060756496,0.575353445,1.726843906,0.999968765,0.999993293,0.823423087
MUC1,-0.120177398,0.07421191,-0.252255995,0.999968765,0.999993293,0.999921572
MUC12,0.750373,3.5883442,2.309933,0.9999688,0.8195297,0.9820201
MUC13,1.202538,0.194686,0.857099,0.9999688,0.9999933,0.9999216
MUC15,0,0,0,1,1,1
